1 101 0 0 16 1 0 1 4 320
1 101 1 1 15 1 0 1 5 320
1 101 2 2 14 1 0 1 6 320
1 101 3 3 13 1 0 1 7 320
1 101 4 4 12 1 0 1 8 320
1 101 5 5 11 1 0 1 9 320
1 101 6 6 10 1 0 1 10 320
1 101 7 7 9 1 0 1 11 320
1 101 8 8 8 1 0 2 0 320
1 101 9 9 7 1 0 2 1 320
1 101 10 10 6 1 0 2 2 320
1 101 11 11 5 1 0 2 3 320
1 101 12 12 4 1 0 2 4 320
1 101 13 13 3 1 0 2 5 320
1 101 14 14 2 1 0 2 6 320
1 101 15 15 1 1 0 2 7 320
1 101 16 16 32 1 0 0 0 320
1 101 17 17 31 1 0 0 1 320
1 101 18 18 30 1 0 0 2 320
1 101 19 19 29 1 0 0 3 320
1 101 20 20 28 1 0 0 4 320
1 101 21 21 27 1 0 0 5 320
1 101 22 22 26 1 0 0 6 320
1 101 23 23 25 1 0 0 7 320
1 101 24 24 24 1 0 0 8 320
1 101 25 25 23 1 0 0 9 320
1 101 26 26 22 1 0 0 10 320
1 101 27 27 21 1 0 0 11 320
1 101 28 28 20 1 0 1 0 320
1 101 29 29 19 1 0 1 1 320
1 101 30 30 18 1 0 1 2 320
1 101 31 31 17 1 0 1 3 320
2 102 0 32 16 1 0 4 0 320
2 102 1 33 15 1 0 4 1 320
2 102 2 34 14 1 0 4 2 320
2 102 3 35 13 1 0 4 3 320
2 102 4 36 12 1 0 4 4 320
2 102 5 37 11 1 0 4 5 320
2 102 6 38 10 1 0 4 6 320
2 102 7 39 9 1 0 4 7 320
2 102 8 40 8 1 0 4 8 320
2 102 9 41 7 1 0 4 9 320
2 102 10 42 6 1 0 4 10 320
2 102 11 43 5 1 0 4 11 320
2 102 12 44 4 1 0 5 0 320
2 102 13 45 3 1 0 5 1 320
2 102 14 46 2 1 0 5 2 320
2 102 15 47 1 1 0 5 3 320
2 102 16 48 32 1 0 2 8 320
2 102 17 49 31 1 0 2 9 320
2 102 18 50 30 1 0 2 10 320
2 102 19 51 29 1 0 2 11 320
2 102 20 52 28 1 0 3 0 320
2 102 21 53 27 1 0 3 1 320
2 102 22 54 26 1 0 3 2 320
2 102 23 55 25 1 0 3 3 320
2 102 24 56 24 1 0 3 4 320
2 102 25 57 23 1 0 3 5 320
2 102 26 58 22 1 0 3 6 320
2 102 27 59 21 1 0 3 7 320
2 102 28 60 20 1 0 3 8 320
2 102 29 61 19 1 0 3 9 320
2 102 30 62 18 1 0 3 10 320
2 102 31 63 17 1 0 3 11 320
3 103 0 64 16 1 0 6 8 320
3 103 1 65 15 1 0 6 9 320
3 103 2 66 14 1 0 6 10 320
3 103 3 67 13 1 0 6 11 320
3 103 4 68 12 1 0 7 0 320
3 103 5 69 11 1 0 7 1 320
3 103 6 70 10 1 0 7 2 320
3 103 7 71 9 1 0 7 3 320
3 103 8 72 8 1 0 7 4 320
3 103 9 73 7 1 0 7 5 320
3 103 10 74 6 1 0 7 6 320
3 103 11 75 5 1 0 7 7 320
3 103 12 76 4 1 0 7 8 320
3 103 13 77 3 1 0 7 9 320
3 103 14 78 2 1 0 7 10 320
3 103 15 79 1 1 0 7 11 320
3 103 16 80 32 1 0 5 4 320
3 103 17 81 31 1 0 5 5 320
3 103 18 82 30 1 0 5 6 320
3 103 19 83 29 1 0 5 7 320
3 103 20 84 28 1 0 5 8 320
3 103 21 85 27 1 0 5 9 320
3 103 22 86 26 1 0 5 10 320
3 103 23 87 25 1 0 5 11 320
3 103 24 88 24 1 0 6 0 320
3 103 25 89 23 1 0 6 1 320
3 103 26 90 22 1 0 6 2 320
3 103 27 91 21 1 0 6 3 320
3 103 28 92 20 1 0 6 4 320
3 103 29 93 19 1 0 6 5 320
3 103 30 94 18 1 0 6 6 320
3 103 31 95 17 1 0 6 7 320
4 104 0 96 16 1 0 9 4 320
4 104 1 97 15 1 0 9 5 320
4 104 2 98 14 1 0 9 6 320
4 104 3 99 13 1 0 9 7 320
4 104 4 100 12 1 0 9 8 320
4 104 5 101 11 1 0 9 9 320
4 104 6 102 10 1 0 9 10 320
4 104 7 103 9 1 0 9 11 320
4 104 8 104 8 1 0 10 0 320
4 104 9 105 7 1 0 10 1 320
4 104 10 106 6 1 0 10 2 320
4 104 11 107 5 1 0 10 3 320
4 104 12 108 4 1 0 10 4 320
4 104 13 109 3 1 0 10 5 320
4 104 14 110 2 1 0 10 6 320
4 104 15 111 1 1 0 10 7 320
4 104 16 112 32 1 0 8 0 320
4 104 17 113 31 1 0 8 1 320
4 104 18 114 30 1 0 8 2 320
4 104 19 115 29 1 0 8 3 320
4 104 20 116 28 1 0 8 4 320
4 104 21 117 27 1 0 8 5 320
4 104 22 118 26 1 0 8 6 320
4 104 23 119 25 1 0 8 7 320
4 104 24 120 24 1 0 8 8 320
4 104 25 121 23 1 0 8 9 320
4 104 26 122 22 1 0 8 10 320
4 104 27 123 21 1 0 8 11 320
4 104 28 124 20 1 0 9 0 320
4 104 29 125 19 1 0 9 1 320
4 104 30 126 18 1 0 9 2 320
4 104 31 127 17 1 0 9 3 320
5 105 0 128 16 1 0 12 0 320
5 105 1 129 15 1 0 12 1 320
5 105 2 130 14 1 0 12 2 320
5 105 3 131 13 1 0 12 3 320
5 105 4 132 12 1 0 12 4 320
5 105 5 133 11 1 0 12 5 320
5 105 6 134 10 1 0 12 6 320
5 105 7 135 9 1 0 12 7 320
5 105 8 136 8 1 0 12 8 320
5 105 9 137 7 1 0 12 9 320
5 105 10 138 6 1 0 12 10 320
5 105 11 139 5 1 0 12 11 320
5 105 12 140 4 1 0 13 0 320
5 105 13 141 3 1 0 13 1 320
5 105 14 142 2 1 0 13 2 320
5 105 15 143 1 1 0 13 3 320
5 105 16 144 32 1 0 10 8 320
5 105 17 145 31 1 0 10 9 320
5 105 18 146 30 1 0 10 10 320
5 105 19 147 29 1 0 10 11 320
5 105 20 148 28 1 0 11 0 320
5 105 21 149 27 1 0 11 1 320
5 105 22 150 26 1 0 11 2 320
5 105 23 151 25 1 0 11 3 320
5 105 24 152 24 1 0 11 4 320
5 105 25 153 23 1 0 11 5 320
5 105 26 154 22 1 0 11 6 320
5 105 27 155 21 1 0 11 7 320
5 105 28 156 20 1 0 11 8 320
5 105 29 157 19 1 0 11 9 320
5 105 30 158 18 1 0 11 10 320
5 105 31 159 17 1 0 11 11 320
6 106 0 160 16 1 0 14 8 320
6 106 1 161 15 1 0 14 9 320
6 106 2 162 14 1 0 14 10 320
6 106 3 163 13 1 0 14 11 320
6 106 4 164 12 1 0 15 0 320
6 106 5 165 11 1 0 15 1 320
6 106 6 166 10 1 0 15 2 320
6 106 7 167 9 1 0 15 3 320
6 106 8 168 8 1 0 15 4 320
6 106 9 169 7 1 0 15 5 320
6 106 10 170 6 1 0 15 6 320
6 106 11 171 5 1 0 15 7 320
6 106 12 172 4 1 0 15 8 320
6 106 13 173 3 1 0 15 9 320
6 106 14 174 2 1 0 15 10 320
6 106 15 175 1 1 0 15 11 320
6 106 16 176 32 1 0 13 4 320
6 106 17 177 31 1 0 13 5 320
6 106 18 178 30 1 0 13 6 320
6 106 19 179 29 1 0 13 7 320
6 106 20 180 28 1 0 13 8 320
6 106 21 181 27 1 0 13 9 320
6 106 22 182 26 1 0 13 10 320
6 106 23 183 25 1 0 13 11 320
6 106 24 184 24 1 0 14 0 320
6 106 25 185 23 1 0 14 1 320
6 106 26 186 22 1 0 14 2 320
6 106 27 187 21 1 0 14 3 320
6 106 28 188 20 1 0 14 4 320
6 106 29 189 19 1 0 14 5 320
6 106 30 190 18 1 0 14 6 320
6 106 31 191 17 1 0 14 7 320
7 107 0 192 16 1 0 17 4 320
7 107 1 193 15 1 0 17 5 320
7 107 2 194 14 1 0 17 6 320
7 107 3 195 13 1 0 17 7 320
7 107 4 196 12 1 0 17 8 320
7 107 5 197 11 1 0 17 9 320
7 107 6 198 10 1 0 17 10 320
7 107 7 199 9 1 0 17 11 320
7 107 8 200 8 1 0 18 0 320
7 107 9 201 7 1 0 18 1 320
7 107 10 202 6 1 0 18 2 320
7 107 11 203 5 1 0 18 3 320
7 107 12 204 4 1 0 18 4 320
7 107 13 205 3 1 0 18 5 320
7 107 14 206 2 1 0 18 6 320
7 107 15 207 1 1 0 18 7 320
7 107 16 208 32 1 0 16 0 320
7 107 17 209 31 1 0 16 1 320
7 107 18 210 30 1 0 16 2 320
7 107 19 211 29 1 0 16 3 320
7 107 20 212 28 1 0 16 4 320
7 107 21 213 27 1 0 16 5 320
7 107 22 214 26 1 0 16 6 320
7 107 23 215 25 1 0 16 7 320
7 107 24 216 24 1 0 16 8 320
7 107 25 217 23 1 0 16 9 320
7 107 26 218 22 1 0 16 10 320
7 107 27 219 21 1 0 16 11 320
7 107 28 220 20 1 0 17 0 320
7 107 29 221 19 1 0 17 1 320
7 107 30 222 18 1 0 17 2 320
7 107 31 223 17 1 0 17 3 320
8 108 0 224 16 1 0 20 0 320
8 108 1 225 15 1 0 20 1 320
8 108 2 226 14 1 0 20 2 320
8 108 3 227 13 1 0 20 3 320
8 108 4 228 12 1 0 20 4 320
8 108 5 229 11 1 0 20 5 320
8 108 6 230 10 1 0 20 6 320
8 108 7 231 9 1 0 20 7 320
8 108 8 232 8 1 0 20 8 320
8 108 9 233 7 1 0 20 9 320
8 108 10 234 6 1 0 20 10 320
8 108 11 235 5 1 0 20 11 320
8 108 12 236 4 1 0 21 0 320
8 108 13 237 3 1 0 21 1 320
8 108 14 238 2 1 0 21 2 320
8 108 15 239 1 1 0 21 3 320
8 108 16 280 32 1 0 18 8 320
8 108 17 241 31 1 0 18 9 320
8 108 18 242 30 1 0 18 10 320
8 108 19 243 29 1 0 18 11 320
8 108 20 244 28 1 0 19 0 320
8 108 21 245 27 1 0 19 1 320
8 108 22 246 26 1 0 19 2 320
8 108 23 247 25 1 0 19 3 320
8 108 24 248 24 1 0 19 4 320
8 108 25 249 23 1 0 19 5 320
8 108 26 250 22 1 0 19 6 320
8 108 27 251 21 1 0 19 7 320
8 108 28 252 20 1 0 19 8 320
8 108 29 253 19 1 0 19 9 320
8 108 30 254 18 1 0 19 10 320
8 108 31 255 17 1 0 19 11 320
9 109 0 256 16 1 0 22 8 320
9 109 1 257 15 1 0 22 9 320
9 109 2 258 14 1 0 22 10 320
9 109 3 259 13 1 0 22 11 320
9 109 4 260 12 1 0 23 0 320
9 109 5 261 11 1 0 23 1 320
9 109 6 262 10 1 0 23 2 320
9 109 7 263 9 1 0 23 3 320
9 109 8 264 8 1 0 23 4 320
9 109 9 265 7 1 0 23 5 320
9 109 10 266 6 1 0 23 6 320
9 109 11 267 5 1 0 23 7 320
9 109 12 268 4 1 0 23 8 320
9 109 13 269 3 1 0 23 9 320
9 109 14 270 2 1 0 23 10 320
9 109 15 271 1 1 0 23 11 320
9 109 16 272 32 1 0 21 4 320
9 109 17 273 31 1 0 21 5 320
9 109 18 274 30 1 0 21 6 320
9 109 19 275 29 1 0 21 7 320
9 109 20 276 28 1 0 21 8 320
9 109 21 277 27 1 0 21 9 320
9 109 22 278 26 1 0 21 10 320
9 109 23 279 25 1 0 21 11 320
9 109 24 320 24 1 0 22 0 320
9 109 25 281 23 1 0 22 1 320
9 109 26 282 22 1 0 22 2 320
9 109 27 283 21 1 0 22 3 320
9 109 28 284 20 1 0 22 4 320
9 109 29 285 19 1 0 22 5 320
9 109 30 286 18 1 0 22 6 320
9 109 31 287 17 1 0 22 7 320
10 110 0 288 16 0 0 1 4 280
10 110 1 289 15 0 0 1 5 280
10 110 2 290 14 0 0 1 6 280
10 110 3 291 13 0 0 1 7 280
10 110 4 292 12 0 0 1 8 280
10 110 5 293 11 0 0 1 9 280
10 110 6 294 10 0 0 1 10 280
10 110 7 295 9 0 0 1 11 280
10 110 8 296 8 0 0 2 0 280
10 110 9 297 7 0 0 2 1 280
10 110 10 298 6 0 0 2 2 280
10 110 11 299 5 0 0 2 3 280
10 110 12 300 4 0 0 2 4 280
10 110 13 301 3 0 0 2 5 280
10 110 14 302 2 0 0 2 6 280
10 110 15 303 1 0 0 2 7 280
10 110 16 304 32 0 0 0 0 280
10 110 17 305 31 0 0 0 1 280
10 110 18 306 30 0 0 0 2 280
10 110 19 307 29 0 0 0 3 280
10 110 20 308 28 0 0 0 4 280
10 110 21 309 27 0 0 0 5 280
10 110 22 310 26 0 0 0 6 280
10 110 23 311 25 0 0 0 7 280
10 110 24 312 24 0 0 0 8 280
10 110 25 313 23 0 0 0 9 280
10 110 26 314 22 0 0 0 10 280
10 110 27 315 21 0 0 0 11 280
10 110 28 316 20 0 0 1 0 280
10 110 29 317 19 0 0 1 1 280
10 110 30 318 18 0 0 1 2 280
10 110 31 319 17 0 0 1 3 280
11 111 0 320 16 0 0 4 0 280
11 111 1 321 15 0 0 4 1 280
11 111 2 322 14 0 0 4 2 280
11 111 3 323 13 0 0 4 3 280
11 111 4 324 12 0 0 4 4 280
11 111 5 325 11 0 0 4 5 280
11 111 6 326 10 0 0 4 6 280
11 111 7 327 9 0 0 4 7 280
11 111 8 328 8 0 0 4 8 280
11 111 9 329 7 0 0 4 9 280
11 111 10 330 6 0 0 4 10 280
11 111 11 331 5 0 0 4 11 280
11 111 12 332 4 0 0 5 0 280
11 111 13 333 3 0 0 5 1 280
11 111 14 334 2 0 0 5 2 280
11 111 15 335 1 0 0 5 3 280
11 111 16 336 32 0 0 2 8 280
11 111 17 337 31 0 0 2 9 280
11 111 18 338 30 0 0 2 10 280
11 111 19 339 29 0 0 2 11 280
11 111 20 340 28 0 0 3 0 280
11 111 21 341 27 0 0 3 1 280
11 111 22 342 26 0 0 3 2 280
11 111 23 343 25 0 0 3 3 280
11 111 24 344 24 0 0 3 4 280
11 111 25 345 23 0 0 3 5 280
11 111 26 346 22 0 0 3 6 280
11 111 27 347 21 0 0 3 7 280
11 111 28 348 20 0 0 3 8 280
11 111 29 349 19 0 0 3 9 280
11 111 30 350 18 0 0 3 10 280
11 111 31 351 17 0 0 3 11 280
12 112 0 352 16 0 0 6 8 280
12 112 1 353 15 0 0 6 9 280
12 112 2 354 14 0 0 6 10 280
12 112 3 355 13 0 0 6 11 280
12 112 4 356 12 0 0 7 0 280
12 112 5 357 11 0 0 7 1 280
12 112 6 358 10 0 0 7 2 280
12 112 7 359 9 0 0 7 3 280
12 112 8 360 8 0 0 7 4 280
12 112 9 361 7 0 0 7 5 280
12 112 10 362 6 0 0 7 6 280
12 112 11 363 5 0 0 7 7 280
12 112 12 364 4 0 0 7 8 280
12 112 13 365 3 0 0 7 9 280
12 112 14 366 2 0 0 7 10 280
12 112 15 367 1 0 0 7 11 280
12 112 16 368 32 0 0 5 4 280
12 112 17 369 31 0 0 5 5 280
12 112 18 370 30 0 0 5 6 280
12 112 19 371 29 0 0 5 7 280
12 112 20 372 28 0 0 5 8 280
12 112 21 373 27 0 0 5 9 280
12 112 22 374 26 0 0 5 10 280
12 112 23 375 25 0 0 5 11 280
12 112 24 376 24 0 0 6 0 280
12 112 25 377 23 0 0 6 1 280
12 112 26 378 22 0 0 6 2 280
12 112 27 379 21 0 0 6 3 280
12 112 28 380 20 0 0 6 4 280
12 112 29 381 19 0 0 6 5 280
12 112 30 382 18 0 0 6 6 280
12 112 31 383 17 0 0 6 7 280
13 113 0 384 16 0 0 9 4 280
13 113 1 385 15 0 0 9 5 280
13 113 2 386 14 0 0 9 6 280
13 113 3 387 13 0 0 9 7 280
13 113 4 388 12 0 0 9 8 280
13 113 5 389 11 0 0 9 9 280
13 113 6 390 10 0 0 9 10 280
13 113 7 391 9 0 0 9 11 280
13 113 8 392 8 0 0 10 0 280
13 113 9 393 7 0 0 10 1 280
13 113 10 394 6 0 0 10 2 280
13 113 11 395 5 0 0 10 3 280
13 113 12 396 4 0 0 10 4 280
13 113 13 397 3 0 0 10 5 280
13 113 14 398 2 0 0 10 6 280
13 113 15 399 1 0 0 10 7 280
13 113 16 400 32 0 0 8 0 280
13 113 17 401 31 0 0 8 1 280
13 113 18 402 30 0 0 8 2 280
13 113 19 403 29 0 0 8 3 280
13 113 20 404 28 0 0 8 4 280
13 113 21 405 27 0 0 8 5 280
13 113 22 406 26 0 0 8 6 280
13 113 23 407 25 0 0 8 7 280
13 113 24 408 24 0 0 8 8 280
13 113 25 409 23 0 0 8 9 280
13 113 26 410 22 0 0 8 10 280
13 113 27 411 21 0 0 8 11 280
13 113 28 412 20 0 0 9 0 280
